사업장명,주소,전화번호,위치정보(X),위치정보(Y)
처비웨이코리아,서울특별시 영등포구 여의도동 85번지 여의도한강공원 녹음수광장(99라4569) ,,194300.9937,446999.1462
레스토랑,서울특별시 은평구 녹번동 5번지 서울혁신파크 야외광장 ,,194290.1028,456660.6503
아레카,서울특별시 양천구 목동 914번지 목동운동장 내 ,,189660.5929,447921.3792
욜로(YOLO),서울특별시 마포구 성산동 661번지 ,,190726.8216,452316.9264
밋츠인박스,서울특별시 양천구 목동 914번지 목동운동장 내 ,,189660.5929,447921.3792
사요라멘트럭,서울특별시 강남구 수서동 735번지 ,,208767.7448,442863.5528
two평,서울특별시 서초구 서초동 1309-8번지 ,,202177.2741,444709.785
젤라또베어,서울특별시 영등포구 여의도동 85-6번지 여의도한강공원 이벤트광장(92모6651) ,,194122.0735,447326.1977
프로그릴러,서울특별시 강남구 삼성동 159번지 ,,205230.342,445818.0717
멕시칼리(MEXICALI),"서울특별시 영등포구 여의도동 8번지 여의도한강공원 이벤트광장 일대 
, 스트라스부르와 함께하는 2017 서울 크리스마스 마켓 ",,194130.2127,447430.465
리버풀야채곱창,서울특별시 영등포구 여의도동 8번지 한강사업본부 여의도안내센터 ,,194130.2127,447430.465
팝pop닭꼬치양꼬치,,,190726.8216,452316.9264
카쏠래푸드트럭,서울특별시 마포구 성산동 661번지 ,,190726.8216,452316.9264
엉클스크레페,서울특별시 마포구 성산동 533-1번지 ,,191031.1379,451745.2809
맛난쌀핫도그,서울특별시 마포구 성산동 533-1번지 ,,191031.1379,451745.2809
로스타,"서울특별시 영등포구 여의도동 8번지 여의도한강공원 이벤트광장 일대 
, 스트라스부르와 함께하는 2017 서울 크리스마스 마켓 ",,194130.2127,447430.465
오버도즈커피,"서울특별시 영등포구 여의도동 8번지 여의도한강공원 이벤트광장 일대 
, 스트라스부르와 함께하는 2017 서울 크리스마스 마켓 ",,194130.2127,447430.465
와사바리,"서울특별시 영등포구 여의도동 8번지 여의도한강공원 이벤트광장 일대 
, 스트라스부르와 함께하는 2017 서울 크리스마스 마켓 ",,194130.2127,447430.465
즐잼,"서울특별시 영등포구 여의도동 8번지 여의도한강공원 이벤트광장 일대 
, 스트라스부르와 함께하는 2017 서울 크리스마스 마켓 ",,194130.2127,447430.465
Ya!먹자,서울특별시 종로구 세종로 1-68번지 ,,197949.4258,452453.6342
레스토랑,서울특별시 강남구 삼성동 159-1번지 ,,205230.342,445818.0717
청년 스테이크,서울특별시 서초구 반포동 115-5번지 반포한강공원 ,,199357.3203,445358.0705
아임레디(I'm Reddy),서울특별시 마포구 성산동 533-1번지 ,,191031.1379,451745.2809
알앤컵,서울특별시 마포구 성산동 533-1번지 ,,191031.1379,451745.2809
브라더또띠아,서울특별시 강북구 번동 83-2번지 ,,203913.1666,458222.0238
리틀하바나,서울특별시 강북구 번동 83-2번지 ,,203913.1666,458222.0238
핫플,"서울특별시 서초구 서초동 1318-11번지 강남역 9,10번 출구 외 2개소 ",,202324.7131,443985.0949
청춘 소불고기 샌드위치,"서울특별시 서초구 서초동 1318-11번지 강남역 9,10번 출구 외 2개소 ",,202324.7131,443985.0949
크리미요기,서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(96무9292) ,,194130.2127,447430.465
꼬치함보자,서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(87마7695) ,,194130.2127,447430.465
소극장,서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(80마8232) ,,194130.2127,447430.465
길보드커피(87고6500),서울특별시 마포구 성산동 390-1번지 ,,190980.1338,451531.5905
THE FILL(더필),서울특별시 서초구 반포동 115-5번지 반포한강공원 달빛광장 ,,199357.3203,445358.0705
뚜레쥬르(87조 2992),서울특별시 서대문구 신촌동 134번지 연세대학교 대강당앞 ,02-1577-0700,195227.1686,452804.3756
추억의 국민학교 떡볶이,서울특별시 중구 태평로2가 360-1번지 세종대로사거리 ,070-5015-5062,197935.0533,451685.6482
토시킹,서울특별시 서초구 반포동 115-5번지 반포한강공원 ,,199357.3203,445358.0705
고인돌떡갈비,서울특별시 노원구 하계동 21번지 서울시립과학관 푸드트럭 3번 ,,206694,459948
푸드트럭한끼,서울특별시 중랑구 묵동 378번지 ,,206520.7836,457249.1803
차군식당,서울특별시 서초구 반포동 115-5번지 ,,199357.3203,445358.0705
별담은 달그릇,서울특별시 중랑구 묵동 378번지 ,,206520.7836,457249.1803
바깥부엌,서울특별시 종로구 서린동 43-3번지 청계천로 보행전용도로 ,,198332.8847,451862.2444
Veteran(베테랑),서울특별시 종로구 서린동 43-3번지 청계천로보행전용거리(무교동사거리~광교사거리) ,,198332.8847,451862.2444
Rollick food(롤릭푸드),서울특별시 은평구 녹번동 5-29번지 서울혁신센터 ,,194290.1028,456660.6503
올스테이블,서울특별시 영등포구 여의도동 85번지 여의도한강공원 녹음수광장(81두6452) ,,194300.9937,446999.1462
풀잎채,서울특별시 영등포구 여의도동 85-1번지 이랜드크루즈 선착장 앞 둔치(82수3957) ,,194555.7344,447370.9494
GRAB A BITE,서울특별시 중구 장충동2가 산 14-67번지 국립중앙극장 문화광장 ,,200043.442,450497.4019
쏭앤,서울특별시 송파구 잠실동 1-1번지 ,,207667.9385,446464.0979
인디커피 푸드트럭,서울특별시 송파구 잠실동 1-1번지 ,,207667.9385,446464.0979
런던솜사탕,서울특별시 영등포구 여의도동 85-1번지 한강아라호 선착장 일대(90너9909) ,,194555.7344,447370.9494
레커(Lecker),서울특별시 노원구 하계동 21번지 서울시립과학관 푸드트럭 3호 ,,206694,459948
타파스트럭,서울특별시 종로구 세종로 76-2번지 광화문시민열린마당 ,,198023.4716,452546.2473
솔이네,"서울특별시 서초구 서초동 1318-11번지 강남역 9번,10번 출구 앞 ",,202324.7131,443985.0949
아이홉푸드트럭(I'HOP Food Truck),서울특별시 강남구 삼성동 159번지 ,02-415-7942,205230.342,445818.0717
오센,서울특별시 마포구 성산동 533-1번지 마포농수산물시장내 ,,191031.1379,451745.2809
(주)한평의꿈,서울특별시 마포구 성산동 533-1번지 ,,191031.1379,451745.2809
청정구역,서울특별시 마포구 성산동 533-1번지 ,,191031.1379,451745.2809
K-이지스테이크,서울특별시 서초구 양재동 25번지 서초문화예술회관 주차장 ,,203180.3206,442488.398
푸드트럭키(Food t Lucky),서울특별시 강남구 삼성동 159번지 ,,205230.342,445818.0717
폰버거(pornburger),서울특별시 양천구 목동 917-6번지 행복한세상백화점 ,,189040.2902,447745.9011
쉬림프온더스트리트,서울특별시 종로구 세종로 1-68번지 ,,197949.4258,452453.6342
쿡스테이크,서울특별시 종로구 세종로 1-68번지 ,,197949.4258,452453.6342
미스터와플,서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장 일대(푸드트럭의날) 99부1360 ,,194130.2127,447430.465
베를린트럭,"서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장 일대(푸드트럭의날)
80주8650 ",,194130.2127,447430.465
쭈너니 딱 좋아,서울특별시 서초구 반포동 115-5번지 잠수교 일대 ,,199357.3203,445358.0705
샌드랑,서울특별시 강남구 일원동 580번지 탄천물재생센터(마루공원) ,,207343.0742,444284.2079
Baby Bear(베이비 베어),서울특별시 서초구 잠원동 69-2번지 반포쇼핑타운 4동 앞 ,,200430.4506,445230.5851
대용이네 호두과자,서울특별시 서초구 잠원동 69-2번지 반포쇼핑타운 4동앞 ,,200430.4506,445230.5851
필살샌드위치,서울특별시 마포구 성산동 661번지 ,,190726.8216,452316.9264
오븐에퐁당빠진닭꼬치,"서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장 일대(푸드트럭의날)
90어5538 ",,194130.2127,447430.465
존스트럭,서울특별시 서초구 반포동 115-5번지 잠수교 ,,199357.3203,445358.0705
베가스,서울특별시 서초구 반포동 115-5번지 잠수교일대 ,,199357.3203,445358.0705
청춘히어로,서울특별시 강남구 삼성동 159번지 ,,205230.342,445818.0717
욱대장,서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(94라3220) ,,194130.2127,447430.465
오늘모히또,서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(80도9541) ,,194130.2127,447430.465
쉬림프킹,서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(83우7487) ,,194130.2127,447430.465
홈런버거,서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(80주8485) ,,194130.2127,447430.465
만신튀신,서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(97누3368) ,,194130.2127,447430.465
용셰프트럭,서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(88보8976) ,,194130.2127,447430.465
육공방 푸드트럭,서울특별시 중구 무교동 45번지 청계광장 ,,198122.002,452035.3857
밥앤밥,서울특별시 영등포구 여의도동 8번지 ,02-566-0450,194130.2127,447430.465
지져스(스튜럭),서울특별시 영등포구 여의도동 8번지 ,,194130.2127,447430.465
존쿡델리미트,서울특별시 영등포구 여의도동 8번지 ,,194130.2127,447430.465
빜아일랜드,서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ,,201010.2625,451995.1631
소테이크,서울특별시 강남구 삼성동 159번지 ,,205230.342,445818.0717
쉬즈카페,서울특별시 중구 신당동 821번지 다산성곽길 초입~토끼굴600m구간 ,,200737.1699,450898.698
삐삣버거,서울특별시 강남구 삼성동 159번지 ,,205230.342,445818.0717
Truck 207,서울특별시 중구 신당동 821번지 다산성곽길초입~토끼굴600m구간 ,,200737.1699,450898.698
팜키친,서울특별시 강남구 삼성동 159번지 ,,205230.342,445818.0717
핍스,서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장 ,,194130.2127,447430.465
쥬꼬면,서울특별시 서초구 반포동 115-5번지 반포한강공원 ,,199357.3203,445358.0705
듀피에,서울특별시 서초구 반포동 115-5번지 반포한강공원 ,,199357.3203,445358.0705
스테이크아웃,서울특별시 송파구 잠실동 10번지 ,,206769.6608,446304.7841
달리는프레젠또,서울특별시 은평구 녹번동 5-29번지 서울혁신센터 ,,194290.1028,456660.6503
미각여행,서울특별시 은평구 녹번동 5-29번지 서울혁신센터 ,,194290.1028,456660.6503
본스테이크,서울특별시 서초구 양재동 25번지 서초문화예술회관 앞 ,,203180.3206,442488.398
케르반 예술의전당,서울특별시 서초구 서초동 700번지 예술의전당 야외광장 ,,201257.3389,442311.1285
오빠꼬치,서울특별시 서초구 반포동 115-5번지 달빛광장 ,,199357.3203,445358.0705
포지타노(positano),서울특별시 서초구 반포동 115-5번지 ,,199357.3203,445358.0705
얼룩맛차,서울특별시 서초구 양재동 25번지 서초문화예술회관 앞 ,,203180.3206,442488.398
쿡스맨,서울특별시 서초구 반포동 115-5번지 ,,199357.3203,445358.0705
함박웃음,서울특별시 서초구 반포동 115-5번지 달빛공원 ,,199357.3203,445358.0705
꽃보다꼬치,서울특별시 금천구 가산동 707번지 안양천어린이물놀이장 ,,189790.6251,440367.5131
HoCar(호카),서울특별시 금천구 가산동 707번지 안양천어린이물놀이장 ,,189790.6251,440367.5131
웍커(WOKER),서울특별시 영등포구 여의도동 85-1번지 한강아라호 선착장 일대(85버1510) ,,194555.7344,447370.9494
핫독킹,서울특별시 영등포구 여의도동 84번지 마포대교남단하부(83다1984) ,,193737.7525,447530.7981
도쿄 스테이크,서울특별시 중구 태평로1가 31번지 ,,198089.5898,451906.659
랩이나 잘싸라고,서울특별시 중구 필동2가 84-1번지 남산골 한옥마을 내 ,,199549.501,451119.8286
매직킹,서울특별시 송파구 오금동 143-3번지 ,,212299.6416,444545.7026
개새푸드,서울특별시 영등포구 여의도동 85-1번지 2017한강몽땅여름축제(문화유람선 아라) ,,194555.7344,447370.9494
겹겹이쿡샌드,서울특별시 양천구 목동 917-6번지 행복한세상백화점 ,,189040.2902,447745.9011
밥(BOP),서울특별시 양천구 목동 917-6번지 행복한세상백화점 ,,189040.2902,447745.9011
스테이크 트럭,서울특별시 서초구 서초동 700번지 예술의전당 계단광장 ,,201257.3389,442311.1285
타이거어퍼컷,서울특별시 영등포구 여의도동 85-1번지 한강아라호 선착장 일대 ,,194555.7344,447370.9494
헝그리베어,서울특별시 강남구 삼성동 159번지 ,,205230.342,445818.0717
헝그리베어,서울특별시 마포구 상암동 482-139번지 (난지한강공원 젊음의광장) ,,189147.2046,451601.6414
푸드트럭키,서울특별시 강남구 삼성동 159번지 ,,205230.342,445818.0717
코카인(KORCAINE),서울특별시 영등포구 여의도동 85-1번지 이랜드크루즈 선착장 앞 둔치(82너1241) ,,194555.7344,447370.9494
미쿡스테이크(83두8318),서울특별시 마포구 상암동 487-105번지 난지한강공원잔디마당뒤주차장사이 ,,189659.394,451263.2827
코끼리떡볶기,서울특별시 종로구 세종로 1-68번지 ,,197949.4258,452453.6342
MADRUSH(메드러쉬),서울특별시 서초구 반포동 115-5번지 반포한강공원 달빛광장 ,,199357.3203,445358.0705
치킨집,서울특별시 서초구 반포동 115-5번지 반포한강공원 달빛광장 ,,199357.3203,445358.0705
Gorilla Drink(고릴라 드링크),서울특별시 서초구 양재동 25번지 서초문화예술회관 주차장 ,,203180.3206,442488.398
Grab N Go(그랩앤고),서울특별시 서초구 반포동 115-5번지 반포한강공원 달빛광장 ,,199357.3203,445358.0705
미쿡스테이크,서울특별시 영등포구 여의도동 8번지 멀티플라자일대 ,,194130.2127,447430.465
